CompanyCode,Type,Market,Code,List,Last trade,Delist,Notes
02328,PRC ordinary shares listed in HK,HK Main,2328,2003-11-06,,,
02328,Nil-paid rights 2011-12-2,HK Main,2973,2011-12-13,2011-12-20,2011-12-21,Expired
02328,Nil-paid rights 2013-06-1,HK Main,2920,2013-06-05,2013-06-13,2013-06-14,Expired
02328,Nil-paid rights 2014-12-0,HK Main,2990,2014-11-20,2014-11-27,2014-11-28,Expired
02378,Ordinary shares,HK Main,2378,2010-05-25,,,
02601,PRC ordinary shares listed in HK,HK Main,2601,2009-12-23,,,
02601,A-share,Shang,601601,2007-12-25,,,
02628,PRC ordinary shares listed in HK,HK Main,2628,2003-12-18,,,
02628,A-share,Shang,601628,2007-01-09,,,
02628,Note/bond 2075-07-0,HK Main,5540,2015-07-06,,,
06060,PRC ordinary shares listed in HK,HK Main,6060,2017-09-28,,,
06161,Ordinary shares,HK Main,6161,2015-01-15,,,
00053,Ordinary shares,HK Main,0053,1983-05-03,,,
00053,Warrant 1994-11-1,HK Main,0347,1992-11-20,1994-11-11,1994-11-17,Expired
00053,Note/bond 2017-08-0,HK Main,4560,2012-08-02,2017-07-27,2017-08-02,Expired
00068,Ordinary shares,HK Main,0068,1972-11-09,,,
00068,Warrant 1994-09-3,HK Main,0549,1992-10-26,1994-09-27,1994-10-03,Expired
00080,Ordinary shares,HK Main,0080,2011-01-06,,,
00080,Nil-paid rights 2014-09-1,HK Main,2933,2014-09-02,2014-09-10,2014-09-11,Expired
00080,Nil-paid rights 2016-01-0,HK Main,2926,2015-12-18,2016-01-04,2016-01-05,Expired
00080,Nil-paid rights 2017-01-1,HK Main,2928,2016-12-29,2017-01-09,2017-01-10,Expired
00080,Nil-paid rights 2018-03-2,HK Main,2933,2018-03-08,2018-03-15,2018-03-16,Expired
00133,Ordinary shares,HK Main,0133,1993-07-22,,,
00133,Warrant 1996-06-2,HK Main,0325,1993-07-22,1996-06-25,1996-07-01,Expired
00139,Ordinary shares,HK Main,0139,1994-03-15,,,
00139,Warrant 1997-03-2,HK Main,0157,1994-03-15,1997-03-24,1997-04-01,Expired
00139,Warrant 2016-04-0,HK Main,1436,2015-04-09,2016-04-01,2016-04-08,Expired
00139,Nil-paid rights 2013-09-1,HK Main,2935,2013-08-30,2013-09-06,2013-09-09,Expired
00139,Nil-paid rights 2015-03-2,HK Main,2942,2015-03-13,2015-03-20,2015-03-23,Expired
00165,Ordinary shares,HK Main,0165,1973-02-26,,,
00165,Warrant 1993-03-3,HK Main,,1990-10-08,1993-03-26,1993-04-01,Expired
00165,Warrant 1993-12-3,HK Main,,1991-04-08,1993-12-28,1994-01-03,Expired
00165,Warrant 2000-01-0,HK Main,1216,1998-06-23,1999-12-30,2000-01-06,Expired
00174,Ordinary shares,HK Main,0174,1988-10-05,,,
00204,Ordinary shares,HK Main,0204,2000-12-12,,,
00235,Ordinary shares,HK Main,0235,1972-12-04,,,
00235,Warrant 1997-08-2,HK Main,0735,1992-09-30,1997-08-26,1997-09-01,Expired
00235,Warrant 1998-11-0,HK Main,0691,1997-11-06,1998-10-30,1998-11-05,Expired
00235,Warrant 2003-12-3,HK Main,1216,2002-08-29,2003-12-24,2004-01-02,Expired
00235,Nil-paid rights 2014-12-0,HK Main,2984,2014-11-24,2014-12-01,2014-12-02,Expired
00235,Nil-paid rights 2015-08-1,HK Main,2947,2015-07-31,2015-08-07,2015-08-10,Expired
00310,Ordinary shares,HK Main,0310,1992-12-21,,,
00329,Ordinary shares,HK Main,0329,2001-05-09,,,
00329,Nil-paid rights 2010-05-3,HK Main,2908,2010-05-18,2010-05-26,2010-05-27,Expired
00329,Nil-paid rights 2011-01-2,HK Main,2972,2011-01-12,2011-01-19,2011-01-20,Expired
00329,Nil-paid rights 2012-04-2,HK Main,2902,2012-04-11,2012-04-18,2012-04-19,Expired
00329,Nil-paid rights 2013-01-3,HK Main,2967,2013-01-18,2013-01-25,2013-01-28,Expired
00339,Ordinary shares,HK Main,0339,2000-07-26,,,
00356,Ordinary shares,HK Main,0356,2002-06-07,,,
00372,Ordinary shares,HK Main,0372,1992-02-13,,,
00372,Convertible redeemable preference share 2007-11-0,HK Main,0206,1997-02-17,2007-10-31,2007-11-06,Expired
00372,Warrant 1996-03-2,HK Main,0904,1992-02-13,1996-03-26,1996-04-01,Expired
00372,Warrant 1996-12-3,HK Main,0727,1995-09-26,1996-12-20,1997-01-02,Expired
00372,Warrant 1998-09-3,HK Main,0929,1997-04-04,1998-09-25,1998-10-05,Expired
00372,Warrant 1999-11-1,HK Main,0705,1998-05-14,1999-11-08,1999-11-12,Expired
00372,Warrant 2009-11-0,HK Main,0779,2008-11-07,2009-10-30,2009-11-05,Expired
00372,Nil-paid rights 2009-05-1,HK Main,2912,2009-05-04,2009-05-11,2009-05-12,Expired
00378,Ordinary shares,HK Main,0344,1986-09-10,,1987-07-01,Code change
00378,Ordinary shares,HK Main,0378,1987-07-01,,,
00378,Warrant 1992-06-3,HK Main,,,1992-06-26,1992-07-01,Expired
00378,Warrant 1992-12-3,HK Main,,1991-04-25,1992-12-28,1993-01-04,Expired
00378,Warrant 1998-06-3,HK Main,0541,1996-06-03,1998-06-25,1998-07-02,Expired
00378,Warrant 1998-09-3,HK Main,0702,1997-04-23,1998-09-25,1998-10-05,Expired
00428,Ordinary shares,Toronto,HAR,2007-06-29,,2013-07-23,Vol. withdrawal
00428,Ordinary shares,HK Main,0428,1993-12-14,,,
00428,Warrant 2000-06-0,HK Main,0734,1998-06-11,2000-06-05,2000-06-12,Expired
00428,Warrant 2002-05-3,HK Main,0640,2000-05-29,2002-05-28,2002-06-03,Expired
00428,Warrant 2004-06-3,HK Main,0652,2002-06-25,2004-06-25,2004-07-02,Expired
00428,Nil-paid rights 2016-07-1,HK Main,2982,2016-06-28,2016-07-06,2016-07-07,Expired
00428,Nil-paid rights 2019-10-1,HK Main,2951,2019-09-27,2019-10-08,2019-10-09,Expired
00430,Ordinary shares,HK Main,0430,1993-03-30,,,
00430,Warrant 1996-03-2,HK Main,0437,1993-03-30,1996-03-26,1996-04-01,Expired
00572,Ordinary shares,HK Main,0572,2003-07-02,,,
00612,Ordinary shares,HK Main,0612,2002-01-02,,,
00613,Ordinary shares,HK Main,0613,1993-11-12,,,
00613,Warrant 1996-10-3,HK Main,0769,1993-11-12,1996-10-25,1996-10-31,Expired
00613,Warrant 2001-09-1,HK Main,1198,1999-09-21,2001-09-11,2001-09-17,Expired
00613,Warrant 2003-07-1,HK Main,0556,2001-07-20,2003-07-15,2003-07-21,Expired
00666,Ordinary shares,HK Main,0666,1990-12-21,,,
00666,Warrant 1993-12-3,HK Main,,1990-12-21,1993-12-28,1994-01-03,Expired
00666,Warrant 2009-05-2,HK Main,0150,2008-06-02,2009-05-22,2009-05-29,Expired
00666,Warrant 2011-04-2,HK Main,0534,2009-04-27,2011-04-18,2011-04-26,Expired
00666,Nil-paid rights 2009-04-1,HK Main,2999,2009-03-30,2009-04-08,2009-04-09,Expired
00718,Ordinary shares,HK Main,0718,1995-10-02,,,
00718,Warrant 1998-12-3,HK Main,0724,1997-10-17,1998-12-23,1999-01-04,Expired
00718,Nil-paid rights 2007-03-2,HK Main,2910,2007-03-09,2007-03-16,2007-03-19,Expired
00718,Nil-paid rights 2016-11-0,HK Main,2913,2016-10-26,2016-11-02,2016-11-03,Expired
00721,Ordinary shares,HK Main,0721,2001-06-08,,,
00768,Ordinary shares,HK Main,0768,2000-01-18,,,
00768,Warrant 2002-06-2,HK Main,0352,2000-10-20,2002-06-25,2002-07-02,Expired
00770,Ordinary shares,HK Main,0770,1993-11-30,,,
00770,Warrant 1996-11-2,HK Main,0771,1993-11-30,1996-11-26,1996-12-02,Expired
00806,Ordinary shares,HK Main,0806,2007-11-22,,,
00810,Ordinary shares,HK Main,0810,2002-02-28,,,
00810,Nil-paid rights 2007-04-1,HK Main,2915,2007-03-28,2007-04-04,2007-04-10,Expired
00810,Nil-paid rights 2014-09-1,HK Main,2934,2014-09-08,2014-09-16,2014-09-17,Expired
00851,Ordinary shares,HK Main,0851,1998-12-02,,,
00851,Nil-paid rights 2005-06-0,HK Main,2980,2005-05-30,2005-06-06,2005-06-07,Expired
00851,Nil-paid rights 2011-03-1,HK Main,2991,2011-03-04,2011-03-11,2011-03-14,Expired
00901,Ordinary shares,HK Main,0901,2002-02-28,,,
00901,Warrant 2014-04-2,HK Main,1307,2012-05-02,2014-04-24,2014-04-30,Expired
00901,Nil-paid rights 2005-09-1,HK Main,2902,2005-09-02,2005-09-09,2005-09-12,Expired
00901,Nil-paid rights 2007-01-1,HK Main,2995,2007-01-04,2007-01-12,2007-01-15,Expired
00901,Nil-paid rights 2007-12-1,HK Main,2989,2007-12-05,2007-12-12,2007-12-13,Expired
00901,Nil-paid rights 2010-08-0,HK Main,2927,2010-07-27,2010-08-03,2010-08-04,Expired
00901,Nil-paid rights 2011-07-2,HK Main,2941,2011-07-19,2011-07-26,2011-07-27,Expired
00901,Nil-paid rights 2012-03-0,HK Main,2990,2012-02-28,2012-03-06,2012-03-07,Expired
00905,Ordinary shares,HK Main,0905,1998-07-17,,,
00913,Ordinary shares,HK Main,0913,1999-10-27,,,
00913,Nil-paid rights 2004-12-1,HK Main,2948,2004-12-03,2004-12-10,2004-12-13,Expired
00913,Nil-paid rights 2005-10-2,HK Main,2908,2005-10-13,2005-10-20,2005-10-21,Expired
00913,Nil-paid rights 2007-05-0,HK Main,2918,2007-04-26,2007-05-04,2007-05-07,Expired
00913,Nil-paid rights 2008-05-2,HK Main,2929,2008-05-19,2008-05-26,2008-05-27,Expired
00913,Nil-paid rights 2009-03-3,HK Main,2996,2009-03-18,2009-03-26,2009-03-27,Expired
00913,Nil-paid rights 2010-05-1,HK Main,2904,2010-04-29,2010-05-06,2010-05-07,Expired
00913,Nil-paid rights 2010-12-1,HK Main,2956,2010-12-06,2010-12-14,2010-12-15,Expired
00913,Nil-paid rights 2012-02-2,HK Main,2983,2012-02-09,2012-02-17,2012-02-20,Expired
00913,Nil-paid rights 2016-08-0,HK Main,2990,2016-07-21,2016-07-28,2016-07-29,Expired
01041,Ordinary shares,HK Main,1041,1996-12-27,,,
01041,Warrant 1999-03-0,HK Main,0387,1997-09-08,1999-02-24,1999-03-04,Expired
01041,Warrant 2004-03-3,HK Main,0574,2001-04-19,2004-03-26,2004-04-01,Expired
01051,Ordinary shares,HK Main,1051,1994-04-29,,,
01051,Warrant 1997-10-3,HK Main,0721,1995-10-10,1997-10-28,1997-11-03,Expired
01051,Nil-paid rights 2013-09-2,HK Main,2941,2013-09-13,2013-09-23,2013-09-24,Expired
01062,Ordinary shares,HK Main,1062,1994-05-10,,,
01062,Warrant 2003-08-1,HK Main,1034,2001-08-21,2003-08-12,2003-08-18,Expired
01140,Ordinary shares,HK Main,1140,2003-03-20,,,
01160,Ordinary shares,HK Main,1160,2004-04-02,,,
01191,Ordinary shares,HK Main,1191,1994-10-26,,,
01191,Warrant 1997-10-3,HK Main,1192,1994-10-26,1997-10-27,1997-11-03,Expired
01191,Warrant 2001-03-3,HK Main,1212,1999-09-17,2001-03-27,2001-04-02,Expired
01191,Warrant 2003-06-1,HK Main,0568,2001-12-12,2003-06-06,2003-06-12,Expired
01191,Nil-paid rights 2005-05-3,HK Main,2977,2005-05-18,2005-05-26,2005-05-27,Expired
01217,Ordinary shares,HK Main,1217,2002-08-28,,,
01217,Nil-paid rights 2006-09-2,HK Main,2974,2006-09-15,2006-09-22,2006-09-25,Expired
01217,Nil-paid rights 2007-10-2,HK Main,2975,2007-10-15,2007-10-23,2007-10-24,Expired
01226,Ordinary shares,HK Main,1226,2002-09-19,,,
01226,Nil-paid rights 2005-10-1,HK Main,2911,2005-10-05,2005-10-13,2005-10-14,Expired
01227,Ordinary shares,HK Main,1227,2002-09-27,,,
01227,Nil-paid rights 2007-08-1,HK Main,2948,2007-08-01,2007-08-08,2007-08-09,Expired
01227,Nil-paid rights 2013-08-2,HK Main,2932,2013-08-15,2013-08-22,2013-08-23,Expired
01227,Nil-paid rights 2014-02-1,HK Main,2972,2014-01-30,2014-02-10,2014-02-11,Expired
01227,Nil-paid rights 2017-12-2,HK Main,2913,2017-12-11,2017-12-18,2017-12-19,Expired
01359,PRC ordinary shares listed in HK,HK Main,1359,2013-12-12,,,
01359,Preference,HK Main,4607,2016-10-03,,,
01835,PRC ordinary shares listed in HK,HK Main,1835,2018-11-13,,,
01911,Ordinary shares,HK Main,1911,2018-09-27,,,
02277,Ordinary shares,HK Main,2277,2014-12-29,,,
02312,Ordinary shares,HK Main,2312,2002-10-28,,,
02324,Ordinary shares,HK Main,2324,2003-10-27,,,
02324,Nil-paid rights,HK Main,2941,2017-02-22,2017-03-01,2017-03-02,Expired
02324,Nil-paid rights 2007-07-1,HK Main,2940,2007-07-05,2007-07-12,2007-07-13,Expired
02324,Nil-paid rights 2008-08-0,HK Main,2952,2008-07-25,2008-08-04,2008-08-05,Expired
02324,Nil-paid rights 2011-03-0,HK Main,2990,2011-02-25,2011-03-04,2011-03-07,Expired
02324,Nil-paid rights 2013-07-1,HK Main,2925,2013-07-08,2013-07-15,2013-07-16,Expired
02799,PRC ordinary shares listed in HK,HK Main,2799,2015-10-30,,,
02823,Unit,HKCIS,2823,2004-11-18,,,
02823,Unit,HKCIS,82823,2017-07-07,,,
02828,Unit,HKCIS,2828,2003-12-10,,,
02828,Unit,HKCIS,82828,2015-09-04,,,
02833,Unit,HKCIS,2833,2004-09-21,,,
02833,Unit,HKCIS,82833,2015-09-04,,,
00033,Ordinary shares,HK Main,0033,2007-11-19,,,
00056,Ordinary shares,HK Main,0056,1981-01-08,,,
00056,Warrant 1993-12-3,HK Main,0482,,1993-12-28,1994-01-03,Expired
00056,Warrant 2000-07-0,HK Main,1228,1997-07-04,2000-06-28,2000-07-04,Expired
00056,Warrant 2002-09-1,HK Main,0150,2001-09-20,2002-09-12,2002-09-18,Expired
00056,Warrant 2004-12-0,HK Main,0664,2003-12-05,2004-12-01,2004-12-07,Expired
00056,Warrant 2009-06-0,HK Main,0514,2006-06-07,2009-06-02,2009-06-08,Expired
00056,Warrant 2016-06-1,HK Main,1183,2011-06-15,2016-06-07,2016-06-14,Expired
00086,Ordinary shares,HK Main,0086,1983-10-03,,,
00086,Warrant 2000-02-1,HK Main,0909,1997-02-25,2000-02-15,2000-02-21,Expired
00086,Warrant 2003-01-1,HK Main,0734,2001-01-15,2003-01-07,2003-01-13,Expired
00086,Warrant 2009-05-3,HK Main,0466,2006-06-01,2009-05-25,2009-06-01,Expired
00086,Convertible Bond 2000-12-3,HK Main,1676,1998-01-22,2000-12-19,2001-01-02,Converted to ord
00086,Note/bond 2017-09-2,HK Main,4567,2012-09-27,2017-09-21,2017-09-27,Expired
00086,Note/bond 2021-05-3,HK Main,5654,2016-06-01,,,
00086,Note/bond 2022-09-0,HK Main,5267,2017-09-11,,,
00086,Note/bond 2024-11-1,HK Main,40065,2019-11-18,,,
00109,Ordinary shares,HK Main,0109,1998-01-12,,,
00109,Warrant 2001-10-1,HK Main,0387,2000-10-19,2001-10-11,2001-10-17,Expired
00172,Ordinary shares,HK Main,0172,1972-09-01,,,
00211,Ordinary shares,HK Main,0211,1991-12-05,,,
00211,Warrant 1994-03-3,HK Main,0221,1991-12-05,1994-03-28,1994-04-06,Expired
00211,Warrant 1996-12-3,HK Main,0436,1994-04-06,1996-12-20,1997-01-02,Expired
00211,Warrant 1998-02-2,HK Main,0208,1997-02-18,1998-02-24,1998-03-02,Expired
00211,Warrant 2000-12-2,HK Main,0331,1997-07-16,2000-12-22,2001-01-02,Expired
00211,Warrant 2001-12-3,HK Main,0309,2001-01-03,2001-12-24,2002-01-02,Expired
00211,Warrant 2015-08-1,HK Main,1352,2014-02-20,2015-08-13,2015-08-19,Expired
00211,Warrant 2016-11-0,HK Main,1535,2015-11-06,2016-11-01,2016-11-07,Expired
00211,Warrant 2018-02-1,HK Main,1482,2017-02-15,2018-02-08,2018-02-14,Expired
00211,Warrant 2019-11-0,HK Main,1595,2018-11-07,2019-10-31,2019-11-06,Expired
00211,Warrant 2020-11-1,HK Main,1435,2019-11-19,,,
00221,Ordinary shares,HK Main,0221,2002-11-07,,,
00221,Nil-paid rights 2015-09-1,HK Main,2975,2015-09-01,2015-09-09,2015-09-10,Expired
00318,Ordinary shares,HK Main,0318,2001-10-09,,,
00335,Ordinary shares,HK Main,0335,2000-10-18,,,
00373,Ordinary shares,HK Main,0248,1973-01-12,,1987-03-02,Code change
00373,Ordinary shares,HK Main,0373,1987-03-02,,,
00373,Warrant 1993-12-3,HK Main,,,1993-12-28,1994-01-03,Expired
00373,Warrant 2000-03-0,HK Main,0386,1997-03-14,2000-03-02,2000-03-08,Expired
00379,Ordinary shares,HK Main,0379,2002-11-13,,,
00388,Ordinary shares,HK Main,0388,2000-06-27,,,
00388,Convertible Bond 2017-10-2,HK Main,4575,2012-10-24,2015-06-16,2015-06-22,Converted to ord
00397,Ordinary shares,HK Main,0397,1993-10-13,,,
00397,Warrant 2001-12-3,HK Main,1054,2000-01-31,2001-12-24,2002-01-02,Expired
00397,Nil-paid rights 2010-12-1,HK Main,2957,2010-12-07,2010-12-14,2010-12-15,Expired
00412,Ordinary shares,HK Main,0412,1992-04-15,,,
00412,Warrant 1995-06-3,HK Main,0905,1992-04-15,1995-06-27,1995-06-30,Expired
00412,Warrant 1998-12-3,HK Main,0125,1997-08-01,1998-12-23,1999-01-04,Expired
00412,Warrant 2000-03-3,HK Main,1143,1999-01-08,2000-03-28,2000-04-03,Expired
00412,Warrant 2003-06-3,HK Main,1144,2002-06-28,2003-06-25,2003-07-02,Expired
00412,Warrant 2005-04-1,HK Main,0923,2003-10-16,2005-04-07,2005-04-13,Expired
00412,Warrant 2009-06-3,HK Main,0652,2008-01-03,2009-06-25,2009-07-02,Expired
00412,Warrant 2013-10-2,HK Main,1248,2011-10-28,2013-10-22,2013-10-28,Expired
00412,Nil-paid rights 2004-12-0,HK Main,2947,2004-11-26,2004-12-06,2004-12-07,Expired
00412,Nil-paid rights 2005-12-1,HK Main,2924,2005-12-06,2005-12-13,2005-12-14,Expired
00412,Nil-paid rights 2007-10-1,HK Main,2970,2007-10-02,2007-10-12,2007-10-15,Expired
00412,Nil-paid rights 2011-03-1,HK Main,2992,2011-03-07,2011-03-14,2011-03-15,Expired
00412,Nil-paid rights 2011-10-1,HK Main,2961,2011-10-07,2011-10-14,2011-10-17,Expired
00412,Nil-paid rights 2013-05-2,HK Main,2999,2013-05-14,2013-05-22,2013-05-23,Expired
00412,Note/bond 2019-03-0,HK Main,4438,2018-03-06,2019-02-27,2019-03-05,Expired
00412,Note/bond 2020-01-1,HK Main,5529,2019-01-16,2020-01-08,2020-01-14,Expired
00474,Ordinary shares,HK Main,0474,2006-06-06,,,
00530,Ordinary shares,HK Main,0530,1992-10-08,,,
00530,Warrant 1994-10-3,HK Main,0746,1992-10-08,1994-10-26,1994-11-01,Expired
00530,Nil-paid rights 2009-06-0,HK Main,2916,2009-05-19,2009-05-26,2009-05-27,Expired
00530,Nil-paid rights 2009-11-1,HK Main,2959,2009-11-06,2009-11-16,2009-11-17,Expired
00530,Nil-paid rights 2012-12-0,HK Main,2952,2012-11-20,2012-11-29,2012-11-30,Expired
00559,Ordinary shares,HK Main,0559,1997-01-03,,,
00559,Nil-paid rights 2018-06-0,HK Main,2941,2018-05-24,2018-05-31,2018-06-01,Expired
00605,Ordinary shares,HK Main,0605,1993-04-07,,,
00605,Warrant 1995-03-3,HK Main,0609,1993-04-07,1995-03-28,1995-03-31,Expired
00605,Warrant 1998-12-3,HK Main,0692,1996-10-08,1998-12-23,1999-01-04,Expired
00605,Nil-paid rights 2004-06-2,HK Main,2924,2004-06-15,2004-06-24,2004-06-25,Expired
00605,Note/bond 2018-03-0,HK Main,85713,2015-03-06,2018-02-28,2018-03-06,Expired
00622,Ordinary shares,HK Main,0622,1991-09-16,,,
00622,Warrant 1994-01-3,HK Main,0425,1992-07-30,1994-01-26,1994-02-01,Expired
00622,Nil-paid rights 2017-03-0,HK Main,2931,2017-02-22,2017-03-01,2017-03-02,Expired
00622,Nil-paid rights 2018-07-1,HK Main,2950,2018-07-03,2018-07-10,2018-07-11,Expired
00628,Ordinary shares,HK Main,0628,2002-07-24,,,
00668,Ordinary shares,HK Main,0668,1990-12-12,,,
00730,Ordinary shares,HK Main,0730,1991-08-08,,,
00730,Warrant 1995-06-3,HK Main,0907,1992-06-01,1995-06-27,1995-06-30,Expired
00730,Nil-paid rights 2018-10-2,HK Main,2981,2018-10-10,2018-10-18,2018-10-19,Expired
00736,Ordinary shares,HK Main,0736,1992-09-30,,,
00736,Warrant 1995-09-2,HK Main,0737,1992-09-30,1995-09-26,1995-09-30,Expired
00736,Nil-paid rights 2011-04-2,HK Main,2904,2011-04-11,2011-04-18,2011-04-19,Expired
00736,Nil-paid rights 2012-09-1,HK Main,2928,2012-09-04,2012-09-11,2012-09-12,Expired
00736,Nil-paid rights 2016-07-2,HK Main,2989,2016-07-19,2016-07-26,2016-07-27,Expired
00764,Ordinary shares,HK Main,0764,2000-02-15,,,
00764,Warrant 2005-06-1,HK Main,1115,2002-06-20,2005-06-13,2005-06-17,Expired
00764,Nil-paid rights 2010-09-2,HK Main,2933,2010-09-08,2010-09-15,2010-09-16,Expired
00764,Nil-paid rights 2015-08-1,HK Main,2944,2015-07-31,2015-08-07,2015-08-10,Expired
00766,Ordinary shares,HK Main,0766,2002-05-15,,,
00767,Ordinary shares,HK Main,0767,1995-11-20,,,
00767,Warrant 1998-04-3,HK Main,0997,1996-11-12,1998-04-27,1998-05-01,Expired
00767,Warrant 1998-11-3,HK Main,1076,1997-06-12,1998-11-25,1998-12-01,Expired
00767,Nil-paid rights 2011-05-1,HK Main,2910,2011-04-29,2011-05-09,2011-05-11,Expired
00767,Nil-paid rights 2012-10-0,HK Main,2937,2012-09-24,2012-10-03,2012-10-04,Expired
00767,Nil-paid rights 2013-10-3,HK Main,2945,2013-10-18,2013-10-25,2013-10-28,Expired
00900,Ordinary shares,HK Main,0900,1995-09-14,,,
00986,Ordinary shares,HK Main,0986,1994-02-02,,,
00986,Warrant 1996-12-3,HK Main,1220,1995-02-08,1996-12-20,1997-01-02,Expired
00986,Warrant 1999-09-3,HK Main,0966,1997-10-09,1999-09-27,1999-10-04,Expired
00986,Nil-paid rights 2011-04-1,HK Main,2902,2011-04-04,2011-04-12,2011-04-13,Expired
00986,Nil-paid rights 2015-01-1,HK Main,2916,2015-01-02,2015-01-09,2015-01-12,Expired
00993,Ordinary shares,HK Main,0993,1994-02-16,,,
00993,Warrant 2012-08-2,HK Main,1257,2011-08-22,2012-08-16,2012-08-22,Expired
00993,Nil-paid rights 2011-08-0,HK Main,2942,2011-07-22,2011-08-02,2011-08-03,Expired
00993,Nil-paid rights 2013-04-2,HK Main,2994,2013-04-10,2013-04-17,2013-04-18,Expired
00993,Nil-paid rights 2017-02-0,HK Main,2932,2017-01-16,2017-01-24,2017-01-25,Expired
00997,Ordinary shares,HK Main,0997,2000-03-10,,,
00997,Nil-paid rights 2016-11-1,HK Main,2915,2016-11-02,2016-11-09,2016-11-10,Expired
01019,Ordinary shares,HK Main,1019,2010-07-13,,,
01220,Ordinary shares,HK Main,1220,1997-09-23,,,
01220,Warrant 1998-12-3,HK Main,1173,1997-09-23,1998-12-23,1999-01-04,Expired
01220,Warrant 2000-12-2,HK Main,0763,1999-10-27,2000-12-22,2001-01-02,Expired
01220,Warrant 2001-12-3,HK Main,0314,2000-08-30,2001-12-24,2002-01-02,Expired
01260,Ordinary shares,HK Main,1260,2012-03-30,,,
01273,Ordinary shares,HK Main,1273,2013-10-02,,,
01290,Ordinary shares,HK Main,1290,2013-10-28,,,
01319,Ordinary shares,HK Main,1319,2013-03-12,,,
01543,PRC ordinary shares listed in HK,HK Main,1543,2015-12-23,,,
01563,Ordinary shares,HK Main,1563,2019-03-15,,,
01572,Ordinary shares,HK Main,1572,2016-11-08,,,
01577,PRC ordinary shares listed in HK,HK Main,1577,2016-09-30,,,
01606,PRC ordinary shares listed in HK,HK Main,1606,2016-07-11,,,
01669,Ordinary shares,HK Main,1669,2014-12-12,,,
01697,PRC ordinary shares listed in HK,HK Main,1697,2017-12-08,,,
01806,Ordinary shares,HK Main,1806,2018-06-15,,,
01905,PRC ordinary shares listed in HK,HK Main,1905,2019-06-03,,,
01915,PRC ordinary shares listed in HK,HK GEM,8252,2017-05-08,2019-07-16,2019-07-17,To main board
01915,PRC ordinary shares listed in HK,HK Main,1915,2019-07-17,,,
02003,Ordinary shares,HK Main,2003,2018-06-21,,,
02003,Note/bond 2021-06-2,HK Main,5064,2019-06-21,,,
02051,Ordinary shares,HK Main,2051,2018-07-13,,,
02666,Ordinary shares,HK Main,2666,2015-07-08,,,
02718,PRC ordinary shares listed in HK,HK Main,2718,2019-04-03,,,
00064,Ordinary shares,HK Main,0064,2002-06-06,,,
00064,Nil-paid rights 2015-03-3,HK Main,2952,2015-03-19,2015-03-26,2015-03-27,Expired
00111,Ordinary shares,HK Main,0111,2000-08-01,,,
00111,Nil-paid rights 2011-05-0,HK Main,2908,2011-04-21,2011-05-03,2011-05-04,Expired
00188,Ordinary shares,HK Main,0188,2000-09-15,,,
00218,Ordinary shares,HK Main,0218,,,,
00218,Warrant 1995-12-2,HK Main,0634,1993-09-20,1995-12-22,1995-12-31,Expired
00218,Warrant 1998-06-3,HK Main,1073,1997-01-22,1998-06-25,1998-07-02,Expired
00218,Nil-paid rights 2015-01-0,HK Main,2912,2014-12-23,2015-01-05,2015-01-06,Expired
00227,Ordinary shares,HK Main,0227,1972-08-24,,,
00227,Warrant 1999-12-1,HK Main,1142,1997-12-18,1999-12-14,1999-12-20,Expired
00227,Warrant 2001-08-0,HK Main,1083,2000-02-08,2001-07-27,2001-08-02,Expired
00231,Ordinary shares,HK Main,0231,,,,
00231,Warrant 1996-06-2,HK Main,1205,1994-11-25,1996-06-25,1996-07-01,Expired
00231,Warrant 1997-12-3,HK Main,0344,1996-09-20,1997-12-22,1998-01-02,Expired
00231,Warrant 1998-12-3,HK Main,0329,1996-09-20,1998-12-23,1999-01-04,Expired
00231,Warrant 2001-08-3,HK Main,1226,1999-08-23,2001-08-28,2001-09-03,Expired
00231,Nil-paid rights 2019-11-1,HK Main,2958,2019-11-05,2019-11-12,2019-11-13,Cancelled
00245,Ordinary shares,HK Main,0245,1972-08-25,,,
00263,Ordinary shares,HK Main,0263,1988-04-06,,,
00263,Warrant 1992-12-3,HK Main,,1990-11-15,1992-12-28,1993-01-04,Expired
00263,Nil-paid rights 2011-01-2,HK Main,2971,2011-01-12,2011-01-19,2011-01-20,Expired
00263,Nil-paid rights 2015-03-1,HK Main,2932,2015-02-26,2015-03-05,2015-03-06,Expired
00263,Nil-paid rights 2016-09-2,HK Main,2999,2016-09-15,2016-09-23,2016-09-26,Expired
00279,Ordinary shares,HK Main,0279,1988-05-11,,,
00279,Warrant 1996-11-2,HK Main,0923,1992-01-02,1996-11-26,1996-12-02,Expired
00279,Warrant 1998-02-2,HK Main,1216,1997-01-17,1998-02-24,1998-03-02,Expired
00279,Warrant 2001-05-0,HK Main,0712,1999-11-08,2001-04-26,2001-05-04,Expired
00279,Nil-paid rights 2007-05-1,HK Main,2921,2007-05-02,2007-05-09,2007-05-10,Expired
00279,Nil-paid rights 2008-07-0,HK Main,2942,2008-06-20,2008-06-27,2008-06-30,Expired
00279,Nil-paid rights 2009-03-1,HK Main,2991,2009-03-03,2009-03-10,2009-03-11,Expired
00279,Nil-paid rights 2012-05-0,HK Main,2901,2012-04-23,2012-04-30,2012-05-02,Expired
00279,Nil-paid rights 2013-07-1,HK Main,2923,2013-06-27,2013-07-09,2013-07-10,Expired
